id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper,lwage,expersq,u_lwage,lwage_hat,u_educ
12.0,1.0,1.0,9.0,28.0,11.0,12.0,380166.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,225.0,0.0,29.0,84.0,1.0,0.0,13.0,5.416101,169.0,-1.1239789,6.54008,-3.3407457
13.0,1.0,1.0,12.0,26.0,11.0,6.0,380166.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,400.0,0.0,34.0,89.0,1.0,1.0,8.0,5.991465,64.0,-0.4699378,6.461403,-2.0483506
14.0,1.0,1.0,11.0,24.0,11.0,6.0,369567.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,417.0,0.0,22.0,93.0,1.0,1.0,7.0,6.033086,49.0,-0.4076632,6.440749,-3.4482868
15.0,1.0,1.0,11.0,30.0,11.0,6.0,496635.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,217.0,0.0,27.0,74.0,1.0,0.0,13.0,5.379897,169.0,-1.1180532,6.49795,-1.073962
16.0,1.0,1.0,16.0,31.0,,8.0,648053.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,894.0,0.0,43.0,116.0,1.0,1.0,9.0,6.795706,81.0,0.58578885,6.209917,3.2693853
17.0,1.0,1.0,14.0,24.0,15.0,12.0,357519.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,300.0,0.0,36.0,,6.0,1.0,4.0,5.703783,16.0,-0.64831555,6.3520985,-1.6582131
19.0,1.0,1.0,12.0,34.0,12.0,8.0,367470.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,346.0,0.0,40.0,93.0,1.0,1.0,16.0,5.846439,256.0,-0.6200623,6.466501,1.0904368
20.0,1.0,1.0,14.0,29.0,,12.0,496635.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,658.0,0.0,35.0,100.0,1.0,1.0,9.0,6.489205,81.0,0.011596244,6.4776087,0.34989956
22.0,1.0,1.0,10.0,26.0,8.0,8.0,367772.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,575.0,0.0,24.0,91.0,6.0,0.0,10.0,6.35437,100.0,-0.13499613,6.489366,-3.2535365
25.0,1.0,1.0,12.0,32.0,8.0,8.0,355491.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,649.0,0.0,35.0,88.0,1.0,0.0,14.0,6.475433,196.0,-0.016482512,6.491915,0.3158572
26.0,1.0,1.0,18.0,32.0,12.0,13.0,367470.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,944.0,0.0,43.0,,1.0,1.0,8.0,6.850126,64.0,0.63157624,6.2185497,3.9319854
29.0,1.0,1.0,18.0,34.0,,8.0,408301.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,614.0,0.0,50.0,114.0,1.0,1.0,10.0,6.419995,100.0,0.021209862,6.398785,4.669002
30.0,1.0,1.0,15.0,32.0,5.0,14.0,367470.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,726.0,0.0,37.0,111.0,1.0,1.0,11.0,6.58755,121.0,0.35015252,6.2373977,2.4964793
31.0,0.0,1.0,12.0,28.0,14.0,12.0,380166.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,604.0,0.0,44.0,,1.0,1.0,10.0,6.403574,100.0,0.0047890213,6.398785,-1.3309978
32.0,0.0,1.0,12.0,32.0,11.0,12.0,367470.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,693.0,0.0,44.0,95.0,1.0,1.0,14.0,6.54103,196.0,0.13969584,6.4013343,0.23839585
35.0,0.0,1.0,18.0,34.0,14.0,13.0,367470.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1400.0,0.0,44.0,132.0,1.0,1.0,10.0,7.244227,100.0,1.0141388,6.230088,5.1016016
36.0,0.0,1.0,12.0,26.0,7.0,12.0,367772.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,300.0,0.0,27.0,,6.0,1.0,8.0,5.703783,64.0,-0.66703856,6.3708215,-2.1258118
37.0,0.0,1.0,18.0,32.0,16.0,16.0,355491.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1800.0,0.0,38.0,109.0,5.0,1.0,8.0,7.495542,64.0,1.0341392,6.461403,3.9516494
38.0,0.0,1.0,12.0,25.0,11.0,12.0,357519.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,413.0,0.0,43.0,108.0,1.0,1.0,7.0,6.023448,49.0,-0.32671973,6.3501678,-2.5257483
39.0,0.0,1.0,14.0,29.0,,16.0,496635.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,0.0,45.0,102.0,1.0,1.0,9.0,6.448889,81.0,0.26693767,6.181951,0.84076256
47.0,1.0,1.0,12.0,25.0,12.0,12.0,90339.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,208.0,0.0,30.0,106.0,1.0,1.0,7.0,5.337538,49.0,-1.1032113,6.440749,-2.4482868
48.0,1.0,1.0,12.0,25.0,,11.0,102031.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,457.0,0.0,40.0,104.0,6.0,1.0,7.0,6.124683,49.0,-0.048374422,6.1730576,-1.5288011
53.0,1.0,1.0,16.0,24.0,10.0,10.0,369567.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,824.0,0.0,24.0,119.0,1.0,1.0,2.0,6.71417,4.0,0.44341236,6.2707577,-0.47326156
54.0,1.0,1.0,18.0,34.0,,12.0,408301.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,577.0,0.0,47.0,122.0,1.0,1.0,10.0,6.357842,100.0,-0.13152428,6.489366,4.7464633
55.0,1.0,1.0,11.0,28.0,6.0,10.0,380166.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255.0,0.0,32.0,90.0,1.0,1.0,11.0,5.541264,121.0,-0.9554117,6.496676,-1.8586588
62.0,1.0,1.0,16.0,30.0,12.0,12.0,496635.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,962.0,0.0,47.0,118.0,1.0,1.0,8.0,6.869014,64.0,0.4076109,6.461403,1.9516494
63.0,1.0,1.0,10.0,31.0,8.0,6.0,496635.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,944.0,0.0,37.0,105.0,1.0,0.0,15.0,6.850126,225.0,0.36869344,6.4814324,-1.2960099
64.0,1.0,1.0,18.0,34.0,8.0,11.0,367470.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1146.0,1.0,43.0,115.0,1.0,1.0,10.0,7.044033,100.0,0.5546668,6.489366,4.7464633
77.0,1.0,1.0,6.0,27.0,2.0,6.0,104596.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,324.0,0.0,16.0,,1.0,1.0,15.0,5.780744,225.0,-0.70068824,6.4814324,-5.29601
79.0,1.0,1.0,11.0,24.0,6.0,12.0,102031.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,235.0,0.0,27.0,65.0,5.0,1.0,7.0,5.459586,49.0,-0.7134712,6.1730576,-2.528801
80.0,1.0,1.0,12.0,34.0,11.0,10.0,367470.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1000.0,0.0,45.0,120.0,1.0,0.0,16.0,6.907755,256.0,0.44125375,6.466501,1.0904368
81.0,1.0,1.0,9.0,26.0,,12.0,422407.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,481.0,0.0,31.0,86.0,4.0,1.0,11.0,6.175867,121.0,-0.32080865,6.496676,-3.8586588
82.0,1.0,1.0,15.0,32.0,10.0,12.0,89826.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,624.0,0.0,39.0,109.0,1.0,1.0,11.0,6.436151,121.0,-0.06052471,6.496676,2.1413412
83.0,1.0,1.0,11.0,34.0,8.0,10.0,89826.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,650.0,0.0,36.0,72.0,1.0,0.0,17.0,6.476973,289.0,0.029851222,6.4471216,0.47519737
87.0,1.0,1.0,12.0,24.0,,10.0,102031.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,344.0,0.0,31.0,,6.0,0.0,6.0,5.840641,36.0,-0.30731428,6.1479554,-1.9304236
90.0,1.0,1.0,16.0,24.0,12.0,10.0,369567.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,380.0,0.0,,,6.0,0.0,2.0,5.940171,4.0,-0.17831479,6.1184855,-0.4154643
91.0,1.0,1.0,12.0,24.0,12.0,11.0,369567.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,353.0,0.0,25.0,101.0,1.0,1.0,6.0,5.866468,36.0,-0.549179,6.415647,-2.8499093
92.0,1.0,1.0,13.0,25.0,,12.0,369567.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,659.0,0.0,29.0,105.0,6.0,1.0,6.0,6.490724,36.0,0.075077094,6.415647,-1.8499094
93.0,1.0,1.0,17.0,28.0,10.0,10.0,380166.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,621.0,1.0,48.0,136.0,1.0,1.0,5.0,6.431331,25.0,0.04523431,6.386097,1.7467818
97.0,1.0,1.0,12.0,25.0,10.0,11.0,369567.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,440.0,0.0,40.0,101.0,1.0,1.0,7.0,6.086775,49.0,-0.3539742,6.440749,-2.4482868
98.0,1.0,1.0,12.0,26.0,12.0,10.0,104596.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,738.0,0.0,34.0,96.0,6.0,1.0,8.0,6.603944,64.0,0.41023263,6.1937113,-1.1288646
102.0,1.0,1.0,11.0,31.0,5.0,5.0,158413.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,280.0,0.0,36.0,,1.0,0.0,14.0,5.634789,196.0,-0.26846585,5.903255,0.7257397
107.0,1.0,1.0,10.0,24.0,5.0,,369567.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,434.0,0.0,34.0,,1.0,1.0,8.0,6.073044,64.0,-0.38835907,6.461403,-4.0483503
108.0,1.0,1.0,12.0,27.0,,8.0,380166.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,705.0,0.0,34.0,101.0,1.0,1.0,9.0,6.558198,81.0,0.08058934,6.4776087,-1.6501005
110.0,1.0,1.0,12.0,27.0,10.0,12.0,380166.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,425.0,0.0,32.0,91.0,1.0,1.0,9.0,6.052089,81.0,-0.42551944,6.4776087,-1.6501005
111.0,1.0,1.0,12.0,24.0,,4.0,369567.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,571.0,0.0,35.0,,1.0,1.0,6.0,6.347389,36.0,-0.06825777,6.415647,-2.8499093
112.0,1.0,1.0,16.0,30.0,12.0,12.0,496635.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,538.0,0.0,52.0,115.0,6.0,1.0,8.0,6.287858,64.0,-0.17354488,6.461403,1.9516494
115.0,1.0,1.0,16.0,32.0,12.0,12.0,408301.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,740.0,0.0,49.0,113.0,1.0,1.0,10.0,6.60665,100.0,0.11728362,6.489366,2.7464635
116.0,1.0,1.0,13.0,32.0,10.0,12.0,367470.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,673.0,1.0,43.0,123.0,1.0,1.0,13.0,6.511745,169.0,0.013794675,6.49795,0.9260381
119.0,1.0,1.0,12.0,34.0,10.0,10.0,89826.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,769.0,0.0,36.0,95.0,1.0,1.0,16.0,6.645091,256.0,0.17858991,6.466501,1.0904368
121.0,1.0,1.0,12.0,24.0,10.0,10.0,90339.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,592.0,0.0,26.0,102.0,1.0,1.0,6.0,6.383507,36.0,-0.03214022,6.415647,-2.8499093
125.0,1.0,1.0,9.0,24.0,12.0,11.0,102031.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,213.0,0.0,15.0,,6.0,1.0,9.0,5.361292,81.0,-0.84862506,6.209917,-3.7306147
127.0,1.0,1.0,16.0,34.0,12.0,12.0,367470.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1563.0,0.0,50.0,145.0,1.0,1.0,12.0,7.354362,144.0,0.8548249,6.499537,3.5345328
129.0,1.0,1.0,16.0,28.0,11.0,11.0,380166.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,774.0,0.0,35.0,114.0,1.0,1.0,6.0,6.651572,36.0,0.23592523,6.415647,1.1500906
131.0,1.0,1.0,12.0,26.0,8.0,9.0,380166.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,600.0,0.0,35.0,113.0,1.0,0.0,8.0,6.39693,64.0,0.08779938,6.3091307,-1.9905534
133.0,1.0,1.0,18.0,24.0,16.0,16.0,369567.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,693.0,0.0,24.0,,6.0,1.0,0.0,6.54103,0.0,0.3694058,6.171624,0.70494515
135.0,1.0,1.0,13.0,31.0,8.0,12.0,496635.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,570.0,0.0,40.0,93.0,5.0,1.0,12.0,6.345636,144.0,-0.15390119,6.499537,0.5345327
136.0,1.0,1.0,14.0,28.0,12.0,12.0,380166.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,433.0,0.0,38.0,,5.0,1.0,8.0,6.070738,64.0,-0.39066505,6.461403,-0.048350558
137.0,1.0,1.0,15.0,28.0,12.0,12.0,380166.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,538.0,0.0,37.0,119.0,2.0,0.0,7.0,6.287858,49.0,-0.152891,6.440749,0.5517131
138.0,1.0,1.0,12.0,25.0,12.0,9.0,369567.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,627.0,0.0,35.0,108.0,6.0,1.0,7.0,6.440947,49.0,0.0001980459,6.440749,-2.4482868
139.0,1.0,1.0,8.0,31.0,12.0,11.0,496635.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,481.0,0.0,35.0,,1.0,1.0,17.0,6.175867,289.0,-0.27125475,6.4471216,-2.5248027
141.0,1.0,1.0,12.0,26.0,6.0,11.0,380166.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,545.0,0.0,26.0,72.0,1.0,1.0,8.0,6.300786,64.0,-0.16061687,6.461403,-2.0483506
142.0,1.0,1.0,12.0,25.0,12.0,9.0,369567.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,576.0,0.0,34.0,86.0,1.0,1.0,7.0,6.356108,49.0,-0.08464082,6.440749,-2.4482868
144.0,1.0,1.0,16.0,25.0,14.0,12.0,90339.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,700.0,0.0,42.0,123.0,1.0,1.0,3.0,6.55108,9.0,0.23742807,6.313652,-0.06489422
147.0,1.0,1.0,16.0,28.0,12.0,12.0,367772.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,788.0,0.0,38.0,103.0,1.0,1.0,6.0,6.669498,36.0,0.25385097,6.415647,1.1500906
148.0,1.0,1.0,17.0,27.0,12.0,12.0,367772.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1012.0,0.0,42.0,101.0,1.0,1.0,4.0,6.919684,16.0,0.56758535,6.3520985,1.3417869
149.0,1.0,1.0,12.0,24.0,12.0,10.0,357519.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,758.0,0.0,30.0,,1.0,1.0,6.0,6.630683,36.0,0.21503595,6.415647,-2.8499093
150.0,1.0,1.0,14.0,29.0,12.0,16.0,480445.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,601.0,1.0,41.0,105.0,6.0,1.0,9.0,6.398595,81.0,-0.07901378,6.4776087,0.34989956
151.0,1.0,1.0,12.0,24.0,,12.0,357519.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,283.0,0.0,34.0,,6.0,1.0,6.0,5.645447,36.0,-0.7702002,6.415647,-2.8499093
154.0,1.0,1.0,12.0,24.0,12.0,12.0,397244.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,250.0,0.0,29.0,,6.0,1.0,6.0,5.521461,36.0,-0.89418596,6.415647,-2.8499093
156.0,1.0,1.0,12.0,26.0,10.0,12.0,367772.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,500.0,0.0,33.0,95.0,1.0,1.0,8.0,6.214608,64.0,-0.2467947,6.461403,-2.0483506
157.0,1.0,1.0,11.0,31.0,8.0,6.0,480445.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,550.0,0.0,41.0,98.0,1.0,1.0,14.0,6.309918,196.0,-0.18199746,6.491915,-0.68414277
158.0,1.0,1.0,12.0,25.0,8.0,6.0,357519.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1143.0,0.0,27.0,,1.0,1.0,7.0,7.041412,49.0,0.6006629,6.440749,-2.4482868
159.0,1.0,1.0,18.0,31.0,8.0,8.0,480445.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,810.0,0.0,39.0,115.0,4.0,0.0,7.0,6.697034,49.0,0.4085569,6.288477,3.6095104
164.0,1.0,1.0,12.0,28.0,,9.0,104596.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,313.0,0.0,20.0,60.0,6.0,1.0,10.0,5.746203,100.0,-0.47547162,6.2216744,-0.33405066
166.0,1.0,1.0,18.0,25.0,,4.0,369567.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,731.0,0.0,36.0,135.0,1.0,1.0,1.0,6.594413,1.0,0.37099788,6.223415,1.1166849
168.0,1.0,1.0,16.0,25.0,9.0,10.0,369567.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,625.0,1.0,35.0,132.0,1.0,1.0,3.0,6.437752,9.0,0.12409962,6.313652,-0.06489422
169.0,1.0,1.0,14.0,24.0,16.0,12.0,369567.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,588.0,1.0,33.0,106.0,1.0,1.0,4.0,6.376727,16.0,0.024628537,6.3520985,-1.6582131
