id,session,age,age_cl,appearance_cl,bmi,schooling,asq_cl,provider_second,asian_cl,black_cl,hispanic_cl,othrace_cl,reg,hot,massage_cl,lnw,llength,unsafe,asian,black,hispanic,other,white,asq,cohab,married,divorced,separated,nevermarried,widowed
278.0,2,31,42.5,6,19.83741,16.0,1806.25,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.9914646,4.4998097,1.0,1,0,0,0,0,961.0,0,0,0,0,1,0
632.0,2,40,45.0,6,28.188906,16.0,2025.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.4161005,4.0943446,0.0,0,0,0,0,1,1600.0,0,1,0,0,0,0
334.0,1,45,50.0,3,19.13491,14.0,2500.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2983174,4.0943446,0.0,0,0,0,0,1,2025.0,0,0,0,0,1,0
10.0,2,20,38.0,2,20.221186,16.0,1444.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.926926,4.787492,1.0,0,0,0,0,1,400.0,0,0,0,0,1,0
619.0,2,37,70.0,9,29.177246,12.0,4900.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.9914646,3.4011974,0.0,0,0,0,0,1,1369.0,0,1,0,0,0,0
342.0,4,54,87.0,1,19.13491,16.0,7569.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.7037826,4.4998097,1.0,0,0,0,1,0,2916.0,0,0,1,0,0,0
328.0,2,49,45.0,5,26.946045,16.0,2025.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.31812,3.912023,1.0,0,0,0,1,0,2401.0,0,0,1,0,0,0
326.0,3,46,36.0,6,,14.0,1296.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.2983174,3.8066626,0.0,0,0,0,0,1,2116.0,0,0,1,0,0,0
626.0,1,21,45.0,5,29.177246,12.0,2025.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.6051702,4.0943446,0.0,0,0,0,0,1,441.0,0,0,1,0,0,0
631.0,1,40,45.0,9,18.720844,16.0,2025.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.768321,5.0106354,0.0,0,0,0,0,1,1600.0,0,0,1,0,0,0
378.0,2,36,25.0,5,21.63077,14.0,625.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.886104,3.8066626,0.0,0,0,0,0,1,1296.0,0,1,0,0,0,0
614.0,2,24,60.0,5,21.453857,11.0,3600.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7838254,4.0943446,1.0,0,0,0,0,1,576.0,0,0,0,1,0,0
354.0,1,39,43.0,7,25.537552,16.0,1849.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2983174,4.0943446,1.0,0,0,0,0,1,1521.0,1,0,0,0,0,0
421.0,3,25,35.0,8,19.13491,16.0,1225.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.857933,4.787492,1.0,0,0,0,0,1,625.0,1,0,0,0,0,0
243.0,4,27,45.0,1,,11.0,2025.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.9914646,3.4011974,0.0,0,1,0,0,0,729.0,1,0,0,0,0,0
590.0,1,53,45.0,2,24.126627,14.0,2025.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.1092477,2.9957323,1.0,0,0,0,0,1,2809.0,0,1,0,0,0,0
351.0,2,29,52.0,7,19.57563,16.0,2704.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.4510193,6.733402,1.0,0,0,0,0,1,841.0,1,0,0,0,0,0
29.0,2,61,46.0,9,21.78719,14.0,2116.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0106354,4.787492,1.0,0,0,0,0,1,3721.0,0,0,1,0,0,0
625.0,4,21,55.0,7,22.312012,14.0,3025.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.560682,4.0943446,1.0,0,0,0,0,1,441.0,0,0,0,0,1,0
319.0,1,62,55.0,5,22.462723,16.0,3025.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.7037826,4.0943446,1.0,0,0,0,0,1,3844.0,1,0,0,0,0,0
355.0,2,50,60.0,7,19.764273,16.0,3600.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.521461,4.0943446,1.0,0,0,0,0,1,2500.0,0,1,0,0,0,0
366.0,1,47,55.0,8,23.294674,14.0,3025.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.7037826,4.0943446,0.0,0,0,0,0,1,2209.0,0,0,1,0,0,0
342.0,2,54,55.0,5,19.13491,16.0,3025.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0,0,0,1,0,2916.0,0,0,1,0,0,0
337.0,4,41,50.0,6,22.271349,16.0,2500.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0106354,4.787492,0.0,0,0,0,0,1,1681.0,1,0,0,0,0,0
388.0,3,31,32.5,2,21.031477,16.0,1056.25,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.2983174,4.0943446,0.0,0,0,0,0,1,961.0,0,0,0,0,1,0
301.0,1,32,45.0,6,30.996473,16.0,2025.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7037826,4.787492,0.0,0,0,0,1,0,1024.0,1,0,0,0,0,0
358.0,4,26,35.0,5,21.94589,14.0,1225.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.616771,4.787492,0.0,0,0,0,0,1,676.0,0,0,0,0,1,0
113.0,1,33,60.0,3,32.609863,14.0,3600.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2983174,4.0943446,1.0,0,0,0,0,1,1089.0,1,0,0,0,0,0
358.0,3,26,55.0,4,21.94589,14.0,3025.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.452468,4.4998097,0.0,0,0,0,0,1,676.0,0,0,0,0,1,0
383.0,4,27,40.0,10,20.595703,16.0,1600.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.9914646,4.0943446,1.0,0,0,0,0,1,729.0,0,0,1,0,0,0
113.0,3,33,50.0,8,32.609863,14.0,2500.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.7037826,4.787492,1.0,0,0,0,0,1,1089.0,1,0,0,0,0,0
372.0,1,32,40.0,3,21.520409,16.0,1600.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.7037826,4.0943446,0.0,0,0,0,0,1,1024.0,0,0,0,0,1,0
371.0,4,50,35.0,8,22.987514,14.0,1225.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.8373137,3.5553482,1.0,0,0,0,0,1,2500.0,0,1,0,0,0,0
331.0,1,,,,19.202654,16.0,,2,,,,,1.0,0.0,0.0,6.3969297,6.173786,0.0,0,0,0,0,1,,0,0,0,0,1,0
357.0,2,45,48.0,9,19.523905,16.0,2304.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.5859995,4.4998097,0.0,0,0,0,0,1,2025.0,0,1,0,0,0,0
613.0,4,24,37.5,6,18.792604,16.0,1406.25,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.7037826,3.4011974,0.0,0,0,0,0,1,576.0,0,0,0,0,1,0
312.0,2,38,50.0,7,46.866665,16.0,2500.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.7037826,3.4011974,0.0,0,1,0,0,0,1444.0,0,0,0,0,1,0
347.0,4,43,19.0,3,25.10187,14.0,361.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.199705,4.4998097,1.0,0,0,0,0,1,1849.0,1,0,0,0,0,0
321.0,3,31,61.0,5,20.358654,16.0,3721.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.214608,5.480639,0.0,0,0,0,0,1,961.0,0,0,0,0,1,0
612.0,4,31,45.0,5,20.595703,16.0,2025.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0,0,0,0,1,961.0,0,0,0,0,1,0
580.0,3,39,35.0,6,20.221186,16.0,1225.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2983174,4.0943446,1.0,0,0,0,0,1,1521.0,1,0,0,0,0,0
339.0,4,28,22.0,10,19.483498,16.0,484.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3936276,4.0943446,0.0,0,0,0,0,1,784.0,0,0,0,0,1,0
341.0,1,33,50.0,5,21.924706,12.0,2500.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.214608,3.4011974,0.0,0,0,0,0,1,1089.0,0,0,1,0,0,0
619.0,1,37,53.0,9,29.177246,12.0,2809.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.7037826,3.4011974,0.0,0,0,0,0,1,1369.0,0,1,0,0,0,0
113.0,2,33,30.0,7,32.609863,14.0,900.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9914646,3.4011974,1.0,0,0,0,0,1,1089.0,1,0,0,0,0,0
583.0,4,23,50.0,4,21.924706,14.0,2500.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.9914646,4.0943446,1.0,0,0,0,0,1,529.0,0,0,0,1,0,0
370.0,3,55,30.0,4,22.140337,16.0,900.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.6051702,4.787492,1.0,0,0,0,0,1,3025.0,0,1,0,0,0,0
351.0,4,29,55.0,4,19.57563,16.0,3025.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.164786,4.787492,1.0,0,0,0,0,1,841.0,1,0,0,0,0,0
355.0,1,50,42.0,8,19.764273,16.0,1764.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2983174,5.192957,1.0,0,0,0,0,1,2500.0,0,1,0,0,0,0
358.0,1,26,45.0,3,21.94589,14.0,2025.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.211306,4.4998097,0.0,0,0,0,0,1,676.0,0,0,0,0,1,0
221.0,3,43,49.0,4,22.860252,16.0,2401.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.857933,4.0943446,0.0,0,0,0,1,0,1849.0,1,0,0,0,0,0
343.0,4,36,45.0,8,20.546234,16.0,2025.0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.3391395,6.5792513,1.0,0,0,0,0,1,1296.0,0,0,1,0,0,0
221.0,2,43,47.5,7,22.860252,16.0,2256.25,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.643158,4.4426513,1.0,0,0,0,1,0,1849.0,1,0,0,0,0,0
326.0,4,46,52.0,8,,14.0,2704.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.164786,4.0943446,0.0,0,0,0,0,1,2116.0,0,0,1,0,0,0
422.0,2,29,35.0,9,20.36911,14.0,1225.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.857933,4.0943446,1.0,0,0,0,0,1,841.0,1,0,0,0,0,0
514.0,1,46,47.5,6,23.025951,14.0,2256.25,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.9224715,3.8066626,0.0,0,0,0,0,1,2116.0,0,0,1,0,0,0
285.0,3,33,45.0,6,22.044767,16.0,2025.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.214608,5.480639,1.0,0,0,0,0,1,1089.0,0,1,0,0,0,0
631.0,3,40,40.0,7,18.720844,16.0,1600.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.857933,4.0943446,0.0,0,0,0,0,1,1600.0,0,0,1,0,0,0
281.0,3,41,50.0,9,24.207989,14.0,2500.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.9914646,4.787492,1.0,0,0,0,0,1,1681.0,1,0,0,0,0,0
620.0,4,28,41.0,6,23.408949,16.0,1681.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.4161005,4.0943446,0.0,0,0,0,1,0,784.0,0,0,0,0,1,0
247.0,4,43,30.0,6,21.924706,14.0,900.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.2983174,3.4011974,0.0,0,0,0,0,1,1849.0,,,,,,
634.0,1,18,50.0,6,21.453857,14.0,2500.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.2983174,4.0943446,1.0,1,0,0,0,0,324.0,0,0,0,0,1,0
284.0,1,32,50.0,8,22.887,16.0,2500.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.9914646,5.192957,1.0,0,0,0,1,0,1024.0,0,0,0,0,1,0
382.0,3,33,34.0,5,29.261187,16.0,1156.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.521461,3.4011974,1.0,0,0,0,0,1,1089.0,0,0,0,0,1,0
514.0,2,46,46.0,7,23.025951,14.0,2116.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.521461,4.787492,0.0,0,0,0,0,1,2116.0,0,0,1,0,0,0
334.0,2,45,45.0,6,19.13491,14.0,2025.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.9914646,3.8066626,0.0,0,0,0,0,1,2025.0,0,0,0,0,1,0
381.0,4,52,44.0,6,23.625288,14.0,1936.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.9914646,4.0943446,1.0,0,0,0,0,1,2704.0,0,0,1,0,0,0
309.0,1,46,37.5,8,20.595703,14.0,1406.25,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.8373137,3.5553482,1.0,0,0,0,0,1,2116.0,0,0,1,0,0,0
312.0,1,38,65.0,4,46.866665,16.0,4225.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.7037826,3.4011974,0.0,0,1,0,0,0,1444.0,0,0,0,0,1,0
280.0,3,37,37.5,7,23.625288,14.0,1406.25,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.145615,4.4998097,1.0,0,0,0,0,1,1369.0,0,0,0,0,1,0
376.0,2,37,60.0,3,21.924706,16.0,3600.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.2983174,4.787492,1.0,0,0,0,0,1,1369.0,0,0,1,0,0,0
113.0,4,33,35.0,8,32.609863,14.0,1225.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2983174,4.0943446,1.0,0,0,0,0,1,1089.0,1,0,0,0,0,0
246.0,1,33,47.0,7,25.085424,11.0,2209.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2983174,4.0943446,0.0,0,1,0,0,0,1089.0,0,0,0,0,1,0
354.0,3,39,,,25.537552,16.0,,1,,,,,1.0,1.0,0.0,5.2983174,5.192957,1.0,0,0,0,0,1,1521.0,1,0,0,0,0,0
604.0,3,24,40.0,5,19.13491,14.0,1600.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.521461,4.787492,1.0,0,1,0,0,0,576.0,0,0,0,0,1,0
347.0,2,43,57.0,3,25.10187,14.0,3249.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0106354,4.4998097,1.0,0,0,0,0,1,1849.0,1,0,0,0,0,0
351.0,1,29,48.0,8,19.57563,16.0,2304.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8928523,5.886104,1.0,0,0,0,0,1,841.0,1,0,0,0,0,0
378.0,3,36,30.0,8,21.63077,14.0,900.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.55108,3.4011974,1.0,0,0,0,0,1,1296.0,0,1,0,0,0,0
247.0,3,43,29.0,7,21.924706,14.0,841.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2983174,4.0943446,0.0,0,0,0,0,1,1849.0,,,,,,
588.0,3,25,,,30.893555,16.0,,1,,,,,1.0,1.0,0.0,5.2983174,4.0943446,0.0,0,0,1,0,0,625.0,0,0,1,0,0,0
280.0,4,37,50.0,7,23.625288,14.0,2500.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.145615,4.4998097,1.0,0,0,0,0,1,1369.0,0,0,0,0,1,0
196.0,4,49,50.0,9,27.365917,14.0,2500.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.2983174,4.0943446,1.0,0,0,0,0,1,2401.0,0,0,1,0,0,0
196.0,3,49,45.0,7,27.365917,14.0,2025.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.452468,4.4998097,1.0,0,0,0,0,1,2401.0,0,0,1,0,0,0
196.0,2,49,,,27.365917,14.0,,1,,,,,1.0,1.0,0.0,5.926926,4.787492,1.0,0,0,0,0,1,2401.0,0,0,1,0,0,0
597.0,3,42,22.5,9,21.78719,14.0,506.25,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.4161005,4.0943446,0.0,0,1,0,0,0,1764.0,1,0,0,0,0,0
422.0,1,29,45.0,4,20.36911,14.0,2025.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.7105308,7.6778636,1.0,0,0,0,0,1,841.0,1,0,0,0,0,0
301.0,2,32,35.0,6,30.996473,16.0,1225.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.2791467,3.8066626,0.0,0,0,0,1,0,1024.0,1,0,0,0,0,0
238.0,4,42,55.0,7,21.254725,16.0,3025.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5792513,3.218876,0.0,0,0,0,0,1,1764.0,0,0,1,0,0,0
583.0,1,23,35.0,6,21.924706,14.0,1225.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3969297,3.4011974,1.0,0,0,0,0,1,529.0,0,0,0,1,0,0
408.0,4,32,43.0,10,21.019484,16.0,1849.0,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,6.1092477,4.787492,1.0,0,1,0,0,0,1024.0,0,0,0,0,1,0
281.0,1,41,28.0,9,24.207989,14.0,784.0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.9914646,4.787492,1.0,0,0,0,0,1,1681.0,1,0,0,0,0,0
421.0,2,25,45.0,4,19.13491,16.0,2025.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.857933,4.0943446,1.0,0,0,0,0,1,625.0,1,0,0,0,0,0
586.0,2,23,40.0,4,20.358654,16.0,1600.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.521461,4.0943446,0.0,0,0,0,0,1,529.0,0,0,0,0,1,0
284.0,2,32,50.0,7,22.887,16.0,2500.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.9914646,5.192957,0.0,0,0,0,1,0,1024.0,0,0,0,0,1,0
625.0,2,21,35.0,4,22.312012,14.0,1225.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7037826,3.912023,1.0,0,0,0,0,1,441.0,0,0,0,0,1,0
612.0,2,31,30.0,4,20.595703,16.0,900.0,1,,,,,1.0,1.0,0.0,5.9914646,4.0943446,0.0,0,0,0,0,1,961.0,0,0,0,0,1,0
315.0,1,39,65.0,5,21.924706,16.0,4225.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.2983174,5.480639,0.0,0,0,0,0,1,1521.0,0,0,1,0,0,0
361.0,2,32,42.0,6,25.821856,16.0,1764.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.173786,3.218876,0.0,0,0,0,0,1,1024.0,0,1,0,0,0,0
371.0,1,50,23.0,7,22.987514,14.0,529.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3969297,2.9957323,1.0,0,0,0,0,1,2500.0,0,1,0,0,0,0
584.0,1,28,35.0,8,20.504168,14.0,1225.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.521461,4.0943446,1.0,1,0,0,0,0,784.0,0,0,0,0,1,0
338.0,4,33,40.0,8,21.453857,12.0,1600.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.521461,4.0943446,0.0,0,0,0,0,1,1089.0,1,0,0,0,0,0
309.0,3,46,45.0,8,20.595703,14.0,2025.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.7037826,4.0943446,1.0,0,0,0,0,1,2116.0,0,0,1,0,0,0
358.0,2,26,35.0,5,21.94589,14.0,1225.0,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.521461,4.787492,0.0,0,0,0,0,1,676.0,0,0,0,0,1,0
221.0,1,43,,,22.860252,16.0,,1,,,,,1.0,1.0,0.0,6.1092477,4.0943446,1.0,0,0,0,1,0,1849.0,1,0,0,0,0,0
